วันที่,เรื่อง,เล่ม,ตอน,ประเภท,หน้า,เล่มที่,URL,id
15/05/2023,ประกาศกรมป่าไม้ เรื่อง เพิกถอนป่าชุมชนบ้านปงอ้อ ท้องที่ตำบลดอยลาน อำเภอเมืองเชียงราย จังหวัดเชียงราย,140,112,ง พิเศษ,4,,https://ratchakitcha.soc.go.th/documents/140D112S0000000000400.pdf,f94b66585dcf469b07d2d5c7b826c8e6cfe63f28
15/05/2023,ประกาศกรมเจ้าท่า ที่ 95/2566 เรื่อง แนวทางปฏิบัติในการออกแบบการจัดการผูกเรือ การเลือกอุปกรณ์การผูกเรือที่เหมาะสม และการติดตั้งสำหรับการผูกเรืออย่างปลอดภัย  (Guidelines on the Design of Mooring Arrangements and  the Selection of Appropriate Mooring Equipment and Fittings for Safe Mooring),140,112,ง พิเศษ,3,,https://ratchakitcha.soc.go.th/documents/140D112S0000000000300.pdf,d18395833bf5f3dc6eb0766926b2d3b2bf0214f5
15/05/2023,ประกาศกรมเจ้าท่า ที่ 91/2566 เรื่อง การนำตราสารที่ไม่ใช่ภาคบังคับขององค์การทางทะเลระหว่างประเทศเกี่ยวกับการตรวจเรือตามโปรแกรมเสริมระหว่างที่ทำการตรวจเรือบรรทุกสินค้าเทกองและเรือบรรทุกน้ำมัน มาใช้เป็นแนวปฏิบัติ,140,112,ง พิเศษ,2,,https://ratchakitcha.soc.go.th/documents/140D112S0000000000200.pdf,784c934bc85ac18bf24fc95c4ca5330b40317b0d
15/05/2023,ประกาศกระทรวงพาณิชย์ เรื่อง กำหนดให้ทรายเป็นสินค้าที่ต้องห้ามในการส่งออกไปนอกราชอาณาจักร พ.ศ. 2566,140,112,ง พิเศษ,1,,https://ratchakitcha.soc.go.th/documents/140D112S0000000000100.pdf,6861e374165fd2b101f142a796a1484ce1fbba56
12/05/2023,ประกาศองค์การบริหารส่วนตำบลพันท้ายนรสิงห์ เรื่อง วิธีการแสดงใบอนุญาตโดยวิธีการทางอิเล็กทรอนิกส์ พ.ศ. 2566,140,110,ง พิเศษ,53,,https://ratchakitcha.soc.go.th/documents/140D110S0000000005300.pdf,a35e42851fb3178ab002e3855d9fba7733ad448d
12/05/2023,ประกาศองค์การบริหารส่วนตำบลพันท้ายนรสิงห์ เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อองค์การบริหารส่วนตำบลพันท้ายนรสิงห์  พ.ศ. 2566,140,110,ง พิเศษ,52,,https://ratchakitcha.soc.go.th/documents/140D110S0000000005200.pdf,9fd7f6be632320a936e6b3a84fb3303ccf719c06
12/05/2023,ประกาศองค์การบริหารส่วนตำบลประสุข เรื่อง วิธีการแสดงใบอนุญาตโดยวิธีการทางอิเล็กทรอนิกส์ พ.ศ.2566,140,110,ง พิเศษ,50,,https://ratchakitcha.soc.go.th/documents/140D110S0000000005000.pdf,1d791e2645fbd3196c3c0fc86ae00a53fb57ffa5
12/05/2023,ประกาศองค์การบริหารส่วนตำบลหน่อม เรื่อง วิธีการแสดงใบอนุญาตโดยวิธีการทางอิเล็กทรอนิกส์,140,110,ง พิเศษ,48,,https://ratchakitcha.soc.go.th/documents/140D110S0000000004800.pdf,4e0e3a30b1116d8bbdd04d69cb19b8f8b18a0b39
12/05/2023,ประกาศองค์การบริหารส่วนตำบลหน่อม เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อองค์การบริหารส่วนตำบลหน่อม,140,110,ง พิเศษ,46,,https://ratchakitcha.soc.go.th/documents/140D110S0000000004600.pdf,b5153d6f2f2aefb3e377d6a99589032a16cca077
12/05/2023,ประกาศเทศบาลตำบลเมืองแกลง เรื่อง วิธีการแสดงใบอนุญาตโดยวิธีการทางอิเล็กทรอนิกส์ พ.ศ. 2566,140,110,ง พิเศษ,44,,https://ratchakitcha.soc.go.th/documents/140D110S0000000004400.pdf,f91747dfec5e46c033f06ae79be057185a0da118
12/05/2023,ประกาศเทศบาลตำบลหินตก เรื่อง วิธีการแสดงใบอนุญาตโดยวิธีการทางอิเล็กทรอนิกส์ พ.ศ. 2565,140,110,ง พิเศษ,41,,https://ratchakitcha.soc.go.th/documents/140D110S0000000004100.pdf,a8bb589b7568eeec60b043e1a52145d235e21e09
12/05/2023,ประกาศผู้อำนวยการทางหลวงท้องถิ่นเทศบาลตำบลบ้านแหวน เรื่อง ห้ามใช้ยานพาหนะที่มีน้ำหนัก น้ำหนักบรรทุก หรือน้ำหนักลงเพลาเกินกว่าที่ได้กำหนด หรือโดยที่ยานพาหนะนั้นอาจทำให้ทางหลวงเสียหายเดินบนทางหลวงท้องถิ่น ในเขตความรับผิดชอบของเทศบาลตำบลบ้านแหวน,140,110,ง พิเศษ,37,,https://ratchakitcha.soc.go.th/documents/140D110S0000000003700.pdf,f1ca5bfeff9f103a087b12e1e24331d8a5806b79
12/05/2023,ประกาศการไฟฟ้าส่วนภูมิภาค เรื่อง แต่งตั้งพนักงาน ธนาคารทหารไทยธนชาต จำกัด (มหาชน) ลงลายมือชื่อกำกับใน พันธบัตรการไฟฟ้าส่วนภูมิภาค พ.ศ. 2566 ครั้งที่ 2 ครบกำหนดไถ่ถอนปี พ.ศ. 2573,140,110,ง พิเศษ,36,,https://ratchakitcha.soc.go.th/documents/140D110S0000000003600.pdf,e36fadb5db68ff3f09e0f5678dff9f1c1abe4e9d
12/05/2023,ประกาศการไฟฟ้าส่วนภูมิภาค เรื่อง การออกพันธบัตรการไฟฟ้าส่วนภูมิภาค พ.ศ. 2566 ครั้งที่ 2 ครบกำหนดไถ่ถอนปี พ.ศ. 2573,140,110,ง พิเศษ,34,,https://ratchakitcha.soc.go.th/documents/140D110S0000000003400.pdf,b1cc96a20d3407003decac6a45038f1c607aaba8
12/05/2023,ประกาศการไฟฟ้าฝ่ายผลิตแห่งประเทศไทย ที่ 9/2566 เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อการไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,140,110,ง พิเศษ,32,,https://ratchakitcha.soc.go.th/documents/140D110S0000000003200.pdf,e2bc449bbe6c4383874e619b67f28402f364831a
12/05/2023,ประกาศเจ้าพนักงานควบคุมการแลกเปลี่ยนเงิน  เรื่อง  การขยายระยะเวลาดำเนินการเกี่ยวกับลักษณะต้องห้ามตามที่กำหนดในกฎกระทรวง ฉบับที่ 27 (พ.ศ. 2565) ออกตามความในพระราชบัญญัติควบคุมการแลกเปลี่ยนเงิน พุทธศักราช 2485,140,110,ง พิเศษ,31,,https://ratchakitcha.soc.go.th/documents/140D110S0000000003100.pdf,b168bc9352043d368b078ee38884215568d6eee0
12/05/2023,ประกาศคณะกรรมการกำกับและส่งเสริมการประกอบธุรกิจประกันภัย  เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไขในการเอาประกันภัยต่อของบริษัทประกันวินาศภัยกับผู้รับประกันภัยต่อตามกฎหมายเฉพาะ พ.ศ. 2566,140,110,ง พิเศษ,27,,https://ratchakitcha.soc.go.th/documents/140D110S0000000002700.pdf,38777ca51e244b87917b3aaad8b0e8277dd831bb
12/05/2023,ประกาศสำนักงานขนส่งจังหวัดอ่างทอง เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อสำนักงานขนส่งจังหวัดอ่างทอง พ.ศ. 2566,140,110,ง พิเศษ,26,,https://ratchakitcha.soc.go.th/documents/140D110S0000000002600.pdf,13f052b0cc2a13cf1377a913bc3f96f2a593c3d1
12/05/2023,ประกาศสำนักงานขนส่งจังหวัดสมุทรปราการ เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อสำนักงานขนส่งจังหวัดสมุทรปราการ พ.ศ. 2566,140,110,ง พิเศษ,25,,https://ratchakitcha.soc.go.th/documents/140D110S0000000002500.pdf,7aa640bbec61a0a42e17af80c2ff9a8f07f8aebc
12/05/2023,ประกาศสำนักงานขนส่งจังหวัดศรีสะเกษ เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อสำนักงานขนส่งจังหวัดศรีสะเกษ พ.ศ. 2566,140,110,ง พิเศษ,24,,https://ratchakitcha.soc.go.th/documents/140D110S0000000002400.pdf,f3e1486df7ac216c715b5a5523fb2e1f6f816461
12/05/2023,ประกาศสำนักงานขนส่งจังหวัดลำปาง เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อสำนักงานขนส่งจังหวัดลำปาง พ.ศ. 2566,140,110,ง พิเศษ,23,,https://ratchakitcha.soc.go.th/documents/140D110S0000000002300.pdf,1dd43fefc4e89c21a804eae046796a39bf6e8ebe
12/05/2023,ประกาศสำนักงานขนส่งจังหวัดลพบุรี เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อสำนักงานขนส่งจังหวัดลพบุรี พ.ศ. 2566,140,110,ง พิเศษ,22,,https://ratchakitcha.soc.go.th/documents/140D110S0000000002200.pdf,b7f3eb0f9c09125b5b05114a291e364f9b6df093
12/05/2023,ประกาศสำนักงานขนส่งจังหวัดแพร่ เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อสำนักงานขนส่งจังหวัดแพร่ พ.ศ. 2566,140,110,ง พิเศษ,21,,https://ratchakitcha.soc.go.th/documents/140D110S0000000002100.pdf,7254782e4febafdd4ac71692637cb648146a9bae
12/05/2023,ประกาศสำนักงานขนส่งจังหวัดชัยนาท  เรื่อง ช่องทางอิเล็กทรอนิกส์สำหรับติดต่อสำนักงานขนส่งจังหวัดชัยนาท พ.ศ. 2566,140,110,ง พิเศษ,20,,https://ratchakitcha.soc.go.th/documents/140D110S0000000002000.pdf,509c898a01e68c654501f30270f25fce72c1f0da
12/05/2023,ประกาศสำนักงานประมงจังหวัดราชบุรี เรื่อง กำหนดห้วงเวลาให้ผู้ประสงค์ทำการเพาะเลี้ยงสัตว์น้ำในที่จับสัตว์น้ำซึ่งเป็นสาธารณสมบัติของแผ่นดิน ประเภท การเพาะเลี้ยงสัตว์น้ำในกระชัง มายื่นคำขอรับใบอนุญาต พ.ศ. 2566,140,110,ง พิเศษ,18,,https://ratchakitcha.soc.go.th/documents/140D110S0000000001800.pdf,7a1ef9ab3db628d77e9920110c7095552c939514
12/05/2023,ประกาศสำนักงานประกันสังคม เรื่อง การรับสมัครและขึ้นทะเบียนผู้ประกันตนตามมาตรา 39 ผ่านระบบอิเล็กทรอนิกส์  พ.ศ. 2566,140,110,ง พิเศษ,17,,https://ratchakitcha.soc.go.th/documents/140D110S0000000001700.pdf,c47874597932d4ad75b0b39ce41883687ab63152
12/05/2023,ประกาศกรมเจ้าท่า ที่ 88/2566 เรื่อง ย่อรายการการจดทะเบียนและการถอนทะเบียนเรือไทย,140,110,ง พิเศษ,16,,https://ratchakitcha.soc.go.th/documents/140D110S0000000001600.pdf,825953c71dd73db11645ec21af1ec7a0f9d5e32e
12/05/2023,ประกาศกรมประมง เรื่อง กำหนดพื้นที่และระยะเวลาฤดูสัตว์น้ำจืดมีไข่ หรือวางไข่ เลี้ยงตัวอ่อน และกำหนดเครื่องมือ วิธีการทำการประมง และเงื่อนไขในการทำการประมง พ.ศ. 2566,140,110,ง พิเศษ,14,,https://ratchakitcha.soc.go.th/documents/140D110S0000000001400.pdf,805c02c22f537807b212b474eefdc93883c8e54f
12/05/2023,ประกาศกระทรวงยุติธรรม เรื่อง กำหนดอาณาเขตเรือนจำชั่วคราววังมัจฉา,140,110,ง พิเศษ,13,,https://ratchakitcha.soc.go.th/documents/140D110S0000000001300.pdf,bc07ac9b3e76096a0e5f6586afd977317a33dd5b
12/05/2023,ประกาศกระทรวงเกษตรและสหกรณ์ เรื่อง กำหนดคุณภาพหรือมาตรฐานของอาหารสัตว์ควบคุมเฉพาะ ประเภทอาหารเสริมสำหรับสัตว์ พ.ศ. 2566,140,110,ง พิเศษ,12,,https://ratchakitcha.soc.go.th/documents/140D110S0000000001200.pdf,2725c4ea31e1b9932006524ee249bf85e6f0fcaf
12/05/2023,ระเบียบสภาองค์การบริหารส่วนตำบลหน่อม ว่าด้วยการดำเนินการของประชาชนในการเข้าชื่อเสนอข้อบัญญัติท้องถิ่น พ.ศ. 2565,140,110,ง พิเศษ,9,,https://ratchakitcha.soc.go.th/documents/140D110S0000000000900.pdf,d6b757f23901af96e7154518050df6af59dae064
12/05/2023,ระเบียบสำนักงานประกันสังคม ว่าด้วยการเป็นผู้ประกันตนตามมาตรา 39 แห่งพระราชบัญญัติประกันสังคม พ.ศ. 2533  พ.ศ. 2566,140,110,ง พิเศษ,5,,https://ratchakitcha.soc.go.th/documents/140D110S0000000000500.pdf,13f152fab786106bf61b44a2763ad889eaed2941
12/05/2023,ระเบียบกรมอุทยานแห่งชาติ สัตว์ป่า และพันธุ์พืช ว่าด้วยการแจ้ง และการรับแจ้งนำเข้าหรือส่งออกซึ่งสัตว์ป่าสงวน สัตว์ป่าคุ้มครอง สัตว์ป่าคุ้มครองที่เพาะพันธุ์ได้ สัตว์ป่าควบคุม ซากสัตว์ป่า หรือผลิตภัณฑ์จากซากสัตว์ป่า พ.ศ. 2566,140,110,ง พิเศษ,1,,https://ratchakitcha.soc.go.th/documents/140D110S0000000000100.pdf,cf7f5a5b6f4a212cb1f47058329abcdfb3aa6aa1
12/05/2023,หมายกำหนดการ ที่ 11/2566 หมายกำหนดการพระราชพิธีพืชมงคลจรดนังคัลแรกนาขวัญ พุทธศักราช 2566,140,19,ข,1,,https://ratchakitcha.soc.go.th/documents/140B019N0000000000100.pdf,3d14d9685cb7cc32e45538b85a200fa2ea6777da
11/05/2023,คำสั่งนายทะเบียน ที่ 3/2566 เรื่อง ยกเลิกคำสั่งให้บริษัทประกันวินาศภัยยื่นรายงานข้อมูลเกี่ยวกับธุรกิจ,140,109,ง พิเศษ,40,,https://ratchakitcha.soc.go.th/documents/140D109S0000000004000.pdf,f803b99bee943f3eb0e8efd7a3c6b33feaa6f58a
11/05/2023,คำสั่งนายทะเบียน ที่ 2/2566 เรื่อง ยกเลิกคำสั่งให้บริษัทประกันชีวิตยื่นรายงานข้อมูลเกี่ยวกับธุรกิจ,140,109,ง พิเศษ,39,,https://ratchakitcha.soc.go.th/documents/140D109S0000000003900.pdf,e0b04bf577c19489838d9eea8ec9d4b94bc433ea
11/05/2023,คำสั่งนายทะเบียน ที่ 42/2563 เรื่อง ให้บริษัทประกันวินาศภัยยื่นรายงานข้อมูลเกี่ยวกับพฤติกรรมทางการตลาด,140,109,ง พิเศษ,38,,https://ratchakitcha.soc.go.th/documents/140D109S0000000003800.pdf,9010ac63d9346cb24961056aacefbad039ee253b
11/05/2023,คำสั่งนายทะเบียน ที่ 41/2563 เรื่อง ให้บริษัทประกันชีวิตยื่นรายงานข้อมูลเกี่ยวกับพฤติกรรมทางการตลาด,140,109,ง พิเศษ,37,,https://ratchakitcha.soc.go.th/documents/140D109S0000000003700.pdf,dd340e139758651954ebf2fea7a7ef5936b4fb50
11/05/2023,คำสั่งนายทะเบียน ที่ 9/2563 เรื่อง ให้บริษัทประกันวินาศภัยยื่นรายงานข้อมูลเกี่ยวกับธุรกิจ,140,109,ง พิเศษ,35,,https://ratchakitcha.soc.go.th/documents/140D109S0000000003500.pdf,e463ec8a71fbed4832a7140323ce5e98f1614967
11/05/2023,คำสั่งนายทะเบียน ที่ 8/2563 เรื่อง ให้บริษัทประกันชีวิตยื่นรายงานข้อมูลเกี่ยวกับธุรกิจ,140,109,ง พิเศษ,33,,https://ratchakitcha.soc.go.th/documents/140D109S0000000003300.pdf,db116836ac3af0393852a88d52ada94d923eefc4
11/05/2023,คำสั่งนายทะเบียน ที่ 48/2554 เรื่อง ให้บริษัทประกันวินาศภัยยื่นรายงานข้อมูลเกี่ยวกับพฤติกรรมทางการตลาด,140,109,ง พิเศษ,32,,https://ratchakitcha.soc.go.th/documents/140D109S0000000003200.pdf,deb15fe0f0e3d66e71cfce418f1ff66f2ab1cae4
11/05/2023,คำสั่งนายทะเบียน ที่ 47/2554 เรื่อง ให้บริษัทประกันชีวิตยื่นรายงานข้อมูลเกี่ยวกับพฤติกรรมทางการตลาด,140,109,ง พิเศษ,31,,https://ratchakitcha.soc.go.th/documents/140D109S0000000003100.pdf,6e5391d7b9943d1f8df02cdde1df3b17b5219c46
11/05/2023,ประกาศคณะกรรมการส่งเสริมการศึกษาเอกชน เรื่อง หลักเกณฑ์ วิธีการ และเงื่อนไข การอุดหนุนเป็นค่าอาหารกลางวันของนักเรียน พ.ศ. 2566,140,109,ง พิเศษ,9,,https://ratchakitcha.soc.go.th/documents/140D109S0000000000900.pdf,d7191da6faaa02bc380f90bd92ba43bc0a6e6118
11/05/2023,ประกาศคณะกรรมการพิจารณาการทุ่มตลาดและการอุดหนุน เรื่อง การตอบโต้การทุ่มตลาดสินค้าเหล็กแผ่นชุบหรือเคลือบด้วยโครเมียมทั้งชนิดเป็นม้วนและไม่เป็นม้วนที่มีแหล่งกำเนิดจากสาธารณรัฐประชาชนจีน สาธารณรัฐเกาหลี และสหภาพยุโรป (ฉบับที่ 4) พ.ศ. 2566,140,109,ง พิเศษ,7,,https://ratchakitcha.soc.go.th/documents/140D109S0000000000700.pdf,7fbce09fdde15ac1ac56156e549be31348bbf1dd
11/05/2023,ประกาศคณะกรรมการพิจารณาการทุ่มตลาดและการอุดหนุน เรื่อง การตอบโต้การทุ่มตลาดสินค้าเหล็กแผ่นชุบหรือเคลือบด้วยดีบุกทั้งชนิดเป็นม้วนและไม่เป็นม้วนที่มีแหล่งกำเนิดจากสาธารณรัฐประชาชนจีน สาธารณรัฐเกาหลี ไต้หวัน และสหภาพยุโรป (ฉบับที่ 5) พ.ศ. 2566,140,109,ง พิเศษ,5,,https://ratchakitcha.soc.go.th/documents/140D109S0000000000500.pdf,ac463024ca66838faa359f0b62a63d44d821ed2d
11/05/2023,ประกาศกระทรวงการคลัง เรื่อง ผลการกู้เงินโดยการออกตั๋วสัญญาใช้เงินหมุนเวียนเพื่อการบริหารหนี้ ในปีงบประมาณ พ.ศ. 2566 ครั้งที่ 2 (เบิกครั้งที่ 1),140,109,ง พิเศษ,4,,https://ratchakitcha.soc.go.th/documents/140D109S0000000000400.pdf,cfa8ed7c7e3a0a918e8830859346c98eb263eb36
11/05/2023,ประกาศกระทรวงการคลัง เรื่อง ผลการกู้เงินโดยการออกตั๋วสัญญาใช้เงินเพื่อปรับโครงสร้างหนี้เงินกู้เพื่อให้กู้ต่อแก่การรถไฟแห่งประเทศไทย ในปีงบประมาณ พ.ศ. 2566 ครั้งที่ 3 (วงเงินที่ 2),140,109,ง พิเศษ,3,,https://ratchakitcha.soc.go.th/documents/140D109S0000000000300.pdf,43a78d0b84e5eb64270083df83e0d7d64341723a
11/05/2023,ประกาศกระทรวงการคลัง เรื่อง  ผลการกู้เงินโดยการออกตั๋วสัญญาใช้เงินเพื่อปรับโครงสร้างหนี้เงินกู้เพื่อให้กู้ต่อแก่การรถไฟแห่งประเทศไทย ในปีงบประมาณ พ.ศ. 2566 ครั้งที่ 3 (วงเงินที่ 1),140,109,ง พิเศษ,2,,https://ratchakitcha.soc.go.th/documents/140D109S0000000000200.pdf,d38a6ca132e1c5393c7369c5d3aa491d63701de0
11/05/2023,ประกาศกระทรวงการคลัง เรื่อง ผลการกู้เงินระยะสั้นเพื่อการบริหารหนี้ ในปีงบประมาณ พ.ศ. 2566 ครั้งที่ 2,140,109,ง พิเศษ,1,,https://ratchakitcha.soc.go.th/documents/140D109S0000000000100.pdf,e8f9c8a8a5c2160d9eaca740cd5db3763ebd78f7
11/05/2023,ประกาศจังหวัดอุดรธานี เรื่อง ตั้งและกำหนดเขตหมู่บ้าน [อำเภอหนองแสง],140,35,ง,109,,https://ratchakitcha.soc.go.th/documents/140D035N0000000010900.pdf,cfaf20a735aa96a1c04c5a73c858631660b524d1
11/05/2023,ประกาศจังหวัดสุราษฎร์ธานี เรื่อง จดทะเบียนจัดตั้งมัสยิด [มัสยิดฮีด้ายาตุลยันนะห์ (บ้านดอนนก)],140,35,ง,108,,https://ratchakitcha.soc.go.th/documents/140D035N0000000010800.pdf,5bb5900f9a0d15a3c2823dbbabf1893d6dd2ae56
11/05/2023,ประกาศจังหวัดสกลนคร เรื่อง ตั้งและกำหนดเขตหมู่บ้าน [อำเภอภูพาน บ้านโพนแพง],140,35,ง,106,,https://ratchakitcha.soc.go.th/documents/140D035N0000000010600.pdf,fb0af63f23f2583ba5c295f21721c4b9b11ede37
11/05/2023,ประกาศจังหวัดสกลนคร เรื่อง ตั้งและกำหนดเขตหมู่บ้าน [อำเภอวานรนิวาส บ้านโพนสวาง],140,35,ง,103,,https://ratchakitcha.soc.go.th/documents/140D035N0000000010300.pdf,7c1756dd6e84650e4299187bae36af83fc2e697a
11/05/2023,ประกาศจังหวัดสกลนคร เรื่อง ตั้งและกำหนดเขตหมู่บ้าน [อำเภอวานรนิวาส บ้านนาคอย],140,35,ง,101,,https://ratchakitcha.soc.go.th/documents/140D035N0000000010100.pdf,bf9e4c655e847251648f04c10470c25bc6697dfd
11/05/2023,ประกาศจังหวัดมุกดาหาร เรื่อง ตั้งและกำหนดเขตหมู่บ้าน [อำเภอเมืองมุกดาหาร],140,35,ง,76,,https://ratchakitcha.soc.go.th/documents/140D035N0000000007600.pdf,36c48a3aba0a843f37fec688b49df982d4aeb784
11/05/2023,ประกาศจังหวัดพะเยา เรื่อง ตั้งและกำหนดเขตหมู่บ้าน [อำเภอเชียงคำ อำเภอปง],140,35,ง,69,,https://ratchakitcha.soc.go.th/documents/140D035N0000000006900.pdf,1cccbf817d01f88990be54b61cbac075dd8c462a
11/05/2023,ประกาศจังหวัดปัตตานี เรื่อง ตั้งและกำหนดเขตหมู่บ้าน [1 อำเภอสายบุรี แยกหมู่บ้าน บ้านมะนังดาลำ หมู่ที่ 1 ตำบลมะนังดาลำ จัดตั้งเป็นหมู่บ้านใหม่อีก 1 หมู่บ้าน ชื่อหมู่บ้านแบกอ โดยตั้งเป็นหมู่ที่ 7 ตำบลมะนังดาลำ 2	อำเภอทุ่งยางแดง แยกหมู่บ้าน บ้านนัดฆอมิส หมู่ที่ 5 ตำบลน้ำดำ จัดตั้งเป็นหมู่บ้านใหม่อีก 1 หมู่บ้าน ชื่อหมู่บ้านนัดฆอมิสเก่า โดยตั้งเป็นหมู่ที่ 6 ตำบลน้ำดำ],140,35,ง,63,,https://ratchakitcha.soc.go.th/documents/140D035N0000000006300.pdf,ddd6618cbd727ae2854fa56cd4cf2b2bbd8b2da1
11/05/2023,ประกาศศาลจังหวัดวิเชียรบุรี เรื่อง คำสั่งให้ นายสมัย สิมลี เป็นคนสาบสูญ,140,35,ง,19,,https://ratchakitcha.soc.go.th/documents/140D035N0000000001900.pdf,956056f5a1cea4c8bb41a3ec56712f8e0a7d57a0
11/05/2023,ประกาศศาลจังหวัดประจวบคีรีขันธ์ เรื่อง ขอให้เป็นคนสาบสูญ [นางหยีด โพธิ์ทอง],140,35,ง,18,,https://ratchakitcha.soc.go.th/documents/140D035N0000000001800.pdf,3f3e2c8a79d43aca88a9cede57c17fc0de75c305
